Cst_Cnt,Sta_ID,ChlorA,Phaeop,T_degC,Salnty,O2ml_L,PO4uM,SiO3uM,NO3uM,Depthm,Date,Year,Month,Julian_Day,Lat_Dec,Lon_Dec,Julian_Date,Wind_Spd,Wave_Ht,Dry_T,Wave_Prd,Barometer
18843,117.0 007.0,6.092727272727273,3.2681818181818185,15.52904761904762,,3.9247619047619047,0.2895238095238095,32.67142857142857,,86.48148148148148,1973-03-12,1973,3,71,29.4,-113.616666,26735.0,18.0,2.0,14.6,2.0,1001.1
18848,106.7 002.0,8.788,3.094,17.32,35.596,5.798333333333333,,,0.175,10.666666666666666,1973-03-14,1973,3,73,31.466666,-114.171666,26737.0,25.0,8.0,17.3,4.0,1000.8
18849,106.7 004.0,10.3925,2.37,17.12857142857143,35.53328571428572,5.801428571428572,1.17,20.785714285714285,0.15000000000000002,17.5,1973-03-14,1973,3,73,31.393333,-114.308333,26737.0,26.0,8.0,15.0,4.0,1000.7
18850,106.7 006.0,10.211666666666668,2.2966666666666664,16.936,35.687666666666665,5.4719999999999995,,,0.13333333333333333,12.5,1973-03-14,1973,3,73,31.316666,-114.441666,26737.0,25.0,6.0,14.6,3.0,1000.6
18851,107.0 008.0,8.606666666666667,4.118333333333333,16.79,,5.422,1.376,16.86,0.42000000000000004,10.875,1973-03-14,1973,3,73,31.236666,-114.541666,26737.0,28.0,4.0,13.7,5.0,1000.7
18852,107.0 010.0,9.168000000000001,4.106,16.64,,5.47,,,,11.142857142857142,1973-03-14,1973,3,73,31.175,-114.683333,26737.0,18.0,2.0,13.2,3.0,1000.9
18853,107.0 012.0,12.524999999999999,3.875,16.705,,5.705,1.255,10.5,,2.5,1973-03-14,1973,3,73,31.111666,-114.8,26737.0,14.0,2.0,16.0,3.0,1001.0
18854,107.7 011.5,4.8125,2.9525,16.79125,,5.381666666666667,,,1.9714285714285715,12.0,1973-03-15,1973,3,74,30.966666,-114.683333,26738.0,6.0,,15.0,,1001.3
18855,107.7 010.0,8.086,4.496,16.756666666666668,,5.491666666666667,1.1133333333333333,10.0,,10.666666666666666,1973-03-15,1973,3,74,31.025,-114.591666,26738.0,12.0,,16.2,,1001.4
18856,107.7 008.5,15.235,2.03875,16.934,,5.7620000000000005,,,0.22000000000000003,17.5,1973-03-15,1973,3,74,31.07,-114.476666,26738.0,11.0,1.0,16.8,2.0,1001.4
18857,107.7 007.0,17.831666666666667,2.936,16.956,,5.572,1.2525,20.0,,14.714285714285714,1973-03-15,1973,3,74,31.141666,-114.375,26738.0,18.0,2.0,16.4,2.0,1001.4
18858,107.7 005.5,9.784444444444444,2.2244444444444444,17.020000000000003,,5.55,,,0.86,20.0,1973-03-15,1973,3,74,31.191666,-114.295,26738.0,19.0,2.0,15.3,3.0,1001.4
18859,107.5 002.0,6.8175,3.125833333333333,16.962857142857143,,5.594285714285713,1.1142857142857143,20.5,,30.53846153846154,1973-03-15,1973,3,74,31.245,-114.2,26738.0,13.0,2.0,14.3,3.0,1001.6
18863,107.5 006.0,4.865,1.725,17.355,35.809,5.535,0.95,9.0,,3.0,1973-03-15,1973,3,74,31.485,-113.791666,26738.0,12.0,1.0,18.6,1.0,1001.9
18864,108.5 005.0,6.796666666666667,3.3866666666666667,17.436666666666667,,5.38,,,,5.0,1973-03-15,1973,3,74,31.308333,-113.686666,26738.0,16.0,2.0,19.0,2.0,1001.9
18865,108.5 004.0,14.103333333333333,1.5999999999999999,17.546666666666667,35.54583333333333,5.5566666666666675,1.2983333333333333,25.5,,12.5,1973-03-16,1973,3,75,31.228333,-113.853333,26739.0,14.0,2.0,17.8,3.0,1001.9
18866,108.5 003.0,10.61111111111111,3.1277777777777778,17.124000000000002,35.482,5.8,1.208,18.8,,20.0,1973-03-16,1973,3,75,31.161666,-113.983333,26739.0,11.0,1.0,17.8,2.0,1001.9
18867,108.5 002.0,4.329090909090909,2.132727272727273,16.832857142857144,,5.4157142857142855,,,7.8999999999999995,24.846153846153847,1973-03-16,1973,3,75,31.116666,-114.05,26739.0,7.0,,17.5,,1002.0
18868,108.5 001.0,4.65090909090909,2.1836363636363636,16.63125,,5.19375,1.485,20.5375,,46.13636363636363,1973-03-16,1973,3,75,31.06,-114.155,26739.0,10.0,,17.2,,1002.1
18869,108.5 006.5,4.735454545454545,2.2372727272727273,16.555,,5.145,,,4.875,50.476190476190474,1973-03-16,1973,3,75,31.0,-114.258333,26739.0,7.0,,17.3,,1002.1
18870,108.5 009.0,4.113,2.0669999999999997,16.948333333333334,,5.346666666666667,1.155,19.916666666666668,,22.5,1973-03-16,1973,3,75,30.95,-114.35,26739.0,9.0,,17.5,,1002.1
18871,108.7 008.0,10.813333333333333,2.8766666666666665,16.8525,,5.48,,,3.266666666666667,12.5,1973-03-16,1973,3,75,30.856666,-114.505,26739.0,11.0,,17.2,,1002.1
18872,108.7 012.5,17.043333333333333,5.796666666666667,16.88,,5.45,1.54,9.0,,7.5,1973-03-16,1973,3,75,30.775,-114.648333,26739.0,8.0,,16.2,,1002.2
18873,110.0 014.5,30.223333333333333,3.8699999999999997,16.996666666666666,35.729,5.4366666666666665,,,,5.0,1973-03-16,1973,3,75,30.425,-114.608333,26739.0,8.0,,15.6,,1002.2
18874,110.0 012.7,18.30375,4.86375,16.904285714285717,35.772,5.472857142857143,0.19142857142857145,5.142857142857143,,19.272727272727273,1973-03-16,1973,3,75,30.495,-114.486666,26739.0,8.0,,18.8,,1002.2
18875,110.0 008.0,2.265,1.3550000000000002,16.64,,5.306666666666667,,,6.0,23.916666666666668,1973-03-16,1973,3,75,30.583333,-114.35,26739.0,14.0,1.0,18.3,3.0,1002.2
18876,110.0 009.0,1.7245454545454544,1.5199999999999998,16.52416666666667,,5.045833333333333,,,,38.35294117647059,1973-03-16,1973,3,75,30.648333,-114.225,26739.0,11.0,2.0,18.0,2.0,1002.2
18877,110.0 006.5,1.8820000000000001,1.709,16.429375,,4.905625,,,,67.4,1973-03-16,1973,3,75,30.723333,-114.09,26739.0,11.0,2.0,18.9,1.0,1002.0
18878,110.0 005.0,2.0081818181818183,1.9527272727272729,16.591538461538462,,4.6735,1.7254999999999998,27.32,,60.73913043478261,1973-03-17,1973,3,76,30.77,-114.005,26740.0,13.0,1.0,18.4,3.0,1001.7
18879,110.0 002.0,3.541818181818182,2.38,16.912857142857142,,5.458571428571429,,,,24.846153846153847,1973-03-17,1973,3,76,30.87,-113.833333,26740.0,15.0,,18.2,,1001.6
18880,110.0 003.0,4.526363636363636,2.411818181818182,16.945999999999998,,5.357,0.23199999999999998,18.8,,26.875,1973-03-17,1973,3,76,30.988333,-113.636666,26740.0,11.0,1.0,18.1,2.0,1001.5
18881,110.0 004.0,7.057142857142857,4.13,17.2825,35.448,5.7575,,,2.875,15.0,1973-03-17,1973,3,76,31.08,-113.475,26740.0,7.0,,17.8,,1001.5
18882,110.0 005.0,6.1375,1.545,17.4025,35.48133333333333,5.21,0.9533333333333333,18.333333333333332,,7.5,1973-03-17,1973,3,76,31.15,-113.355,26740.0,5.0,,16.5,,1001.3
18883,111.5 005.0,4.4799999999999995,4.244285714285715,17.4,35.414,5.6525,,,,15.0,1973-03-17,1973,3,76,30.808333,-113.261666,26740.0,3.0,,15.4,,1001.3
18884,111.7 004.0,5.733333333333333,1.9291666666666665,17.144166666666667,,5.465,,,,27.166666666666668,1973-03-17,1973,3,76,30.741666,-113.356666,26740.0,2.0,,16.3,,1001.3
18885,111.7 003.0,1.9572727272727273,1.450909090909091,16.938333333333333,,5.205,,,8.0,33.72222222222222,1973-03-17,1973,3,76,30.645,-113.533333,26740.0,2.0,,17.4,,1001.3
18886,111.7 002.0,4.4381818181818184,2.1463636363636365,16.982727272727274,,5.202727272727272,0.17363636363636362,11.254545454545454,,33.470588235294116,1973-03-17,1973,3,76,30.566666,-113.675,26740.0,2.0,,20.2,,1001.4
18887,111.7 005.0,2.165,2.5383333333333336,15.951176470588237,,4.262941176470588,1.8076470588235294,30.99411764705882,,71.55,1973-03-17,1973,3,76,30.475,-113.833333,26740.0,5.0,,20.2,,1001.3
18888,112.0 007.7,3.5090909090909093,2.6963636363636363,15.791904761904762,,4.1590476190476195,,,13.023809523809524,86.29629629629629,1973-03-17,1973,3,76,30.391666,-113.981666,26740.0,6.0,,19.9,,1001.0
18889,112.0 009.0,6.957272727272727,2.6472727272727274,15.828095238095237,,4.157619047619048,0.28047619047619043,33.03333333333334,,88.07692307692308,1973-03-18,1973,3,77,30.308333,-114.131666,26741.0,10.0,,18.1,,1000.9
18890,112.0 012.0,3.4572727272727275,2.037272727272727,16.461052631578948,,4.886842105263158,,,8.452631578947368,60.8,1973-03-18,1973,3,77,30.22,-114.275,26741.0,17.0,1.0,18.5,4.0,1000.8
18891,112.0 014.7,5.25,2.423636363636364,16.47142857142857,,5.192857142857143,,17.357142857142858,,28.0,1973-03-18,1973,3,77,30.126666,-114.433333,26741.0,23.0,4.0,15.6,4.0,1000.8
18892,113.7 014.0,2.6418181818181816,2.2627272727272727,16.518888888888892,,5.03,,,12.38888888888889,36.07142857142857,1973-03-18,1973,3,77,29.845,-114.228333,26741.0,26.0,4.0,15.6,1.0,1000.8
18893,113.7 012.0,2.8581818181818184,1.3545454545454545,15.332307692307692,,3.8173076923076925,0.2907692307692308,34.9,,112.40625,1973-03-18,1973,3,77,29.93,-114.096666,26741.0,30.0,4.0,15.1,3.0,1000.7
18894,113.7 009.0,3.899090909090909,1.79,15.396206896551725,,3.865862068965517,,,,121.77142857142857,1973-03-18,1973,3,77,29.993333,-113.97,26741.0,18.0,4.0,16.2,4.0,1000.9
18895,113.5 008.0,3.5236363636363635,1.9745454545454544,15.362608695652176,,3.8365217391304345,0.26130434782608697,29.030434782608697,,122.17857142857143,1973-03-18,1973,3,77,30.083333,-113.833333,26741.0,6.0,5.0,17.5,5.0,1001.2
18896,113.5 001.0,3.982727272727273,2.1981818181818182,16.202857142857145,,4.719285714285715,,,14.635714285714286,53.473684210526315,1973-03-18,1973,3,77,30.191666,-113.635,26741.0,10.0,5.0,18.8,5.0,1001.2
18897,113.3 002.0,2.248181818181818,2.1854545454545455,16.515714285714285,,4.767857142857143,1.5714285714285714,22.55,,60.10526315789474,1973-03-18,1973,3,77,30.316666,-113.433333,26741.0,10.0,5.0,20.0,5.0,1001.1
18898,113.7 003.0,12.133333333333333,5.636666666666667,16.824285714285715,,4.7664285714285715,,,11.435714285714285,63.92857142857143,1973-03-19,1973,3,78,30.408333,-113.1,26742.0,9.0,2.0,17.2,3.0,1001.1
18899,113.3 004.0,9.05,2.7514285714285713,17.46,35.38633333333333,5.852,0.17,14.0,,13.5,1973-03-19,1973,3,78,30.505,-113.091666,26742.0,4.0,,17.0,,1001.2
18900,115.0 013.0,3.7,2.041818181818182,14.918888888888889,,3.452222222222222,0.25592592592592595,26.925925925925927,,173.0,1973-03-20,1973,3,79,29.608333,-113.95,26743.0,9.0,,16.8,,1001.2
18901,115.0 011.0,2.7836363636363637,2.260909090909091,14.399166666666666,,3.01125,,,21.8875,189.16666666666666,1973-03-20,1973,3,79,29.67,-113.855,26743.0,6.0,4.0,16.0,4.0,1001.0
18903,115.0 009.0,1.3909090909090909,1.6245454545454547,15.377,,3.9,,,,89.12,1973-03-20,1973,3,79,29.79,-113.645,26743.0,9.0,3.0,15.7,3.0,1001.2
18904,115.0 005.5,1.561,2.08,16.175555555555558,,4.252777777777777,1.4938888888888888,24.23888888888889,,63.75,1973-03-20,1973,3,79,29.891666,-113.491666,26743.0,18.0,3.0,17.7,3.0,1001.3
18905,115.0 001.0,1.960909090909091,2.0290909090909093,16.489285714285714,35.3345,4.808571428571428,,,13.87857142857143,54.36842105263158,1973-03-20,1973,3,79,30.016666,-113.275,26743.0,10.0,5.0,19.5,4.0,1001.4
18906,115.0 002.0,3.806363636363636,2.0072727272727273,17.063636363636363,,5.058181818181819,0.22363636363636363,18.354545454545455,,36.357142857142854,1973-03-20,1973,3,79,30.068333,-113.161666,26743.0,10.0,5.0,19.1,5.0,1001.2
18907,115.0 003.0,7.466363636363636,3.2654545454545456,17.292,,5.637,1.27,14.5,,30.1875,1973-03-21,1973,3,80,30.153333,-113.018333,26744.0,14.0,5.0,18.5,3.0,1001.2
18908,115.0 004.0,6.9363636363636365,2.8327272727272725,17.495,,5.538333333333333,,,5.0,27.166666666666668,1973-03-21,1973,3,80,30.221666,-112.928333,26744.0,11.0,,17.8,,1001.2
18909,116.7 004.0,7.482727272727273,2.440909090909091,17.268571428571427,,4.968571428571429,1.2900000000000003,17.95714285714286,,30.53846153846154,1973-03-21,1973,3,80,29.891666,-112.791666,26744.0,12.0,5.0,17.3,4.0,1001.4
18910,116.7 002.0,4.049090909090909,2.399090909090909,17.11,,5.002727272727273,,,9.154545454545454,33.23529411764706,1973-03-21,1973,3,80,29.821666,-112.928333,26744.0,14.0,5.0,17.0,3.0,1001.3
18911,117.0 001.0,4.416363636363636,2.8000000000000003,16.112857142857145,,4.102142857142857,0.3007142857142857,33.542857142857144,,63.4,1973-03-21,1973,3,80,29.725,-113.058333,26744.0,16.0,5.0,16.2,2.0,1001.3
18912,117.0 003.0,2.8427272727272728,3.191818181818182,15.316842105263158,,3.9373684210526316,,,,79.79166666666667,1973-03-21,1973,3,80,29.673333,-113.166666,26744.0,20.0,2.0,16.3,3.0,1001.3
18914,117.0 008.0,3.090909090909091,1.9736363636363636,15.413333333333334,,4.015555555555555,,,13.677777777777777,30.5,1973-03-21,1973,3,80,29.525,-113.416666,26744.0,16.0,3.0,17.1,3.0,1001.8
18915,117.0 009.0,3.6163636363636367,2.99,15.595555555555556,,4.153333333333333,,,11.988888888888887,26.642857142857142,1973-03-21,1973,3,80,29.475,-113.391666,26744.0,14.0,4.0,16.9,3.0,1001.8
18916,118.5 008.0,3.5481818181818183,1.8472727272727274,14.393181818181818,,3.267272727272727,,,18.240909090909092,125.89285714285714,1973-03-21,1973,3,80,29.283333,-113.146666,26744.0,14.0,4.0,16.1,3.0,1001.7
18917,118.5 004.7,2.806,1.97,14.607142857142858,,3.554761904761905,2.1323809523809523,39.404761904761905,,124.29629629629629,1973-03-22,1973,3,81,29.325,-113.071666,26745.0,,4.0,,4.0,
18918,118.5 002.7,2.9109090909090907,2.6345454545454547,15.431428571428572,,3.921904761904762,,,16.095238095238095,85.29629629629629,1973-03-22,1973,3,81,29.401666,-112.941666,26745.0,11.0,1.0,16.3,3.0,1001.5
18919,118.5 001.0,5.091818181818182,3.3454545454545452,16.337692307692308,,4.36,0.2630769230769231,28.04615384615385,,57.26315789473684,1973-03-22,1973,3,81,29.47,-112.833333,26745.0,5.0,1.0,16.5,3.0,1001.6
18920,118.0 002.0,3.476,2.223,16.813333333333333,,5.176666666666667,,,7.75,34.55555555555556,1973-03-22,1973,3,81,29.553333,-112.733333,26745.0,9.0,2.0,16.5,4.0,1001.5
18921,118.0 003.0,5.658181818181818,2.805454545454545,17.005714285714287,,4.645714285714286,0.23428571428571426,22.185714285714287,,30.53846153846154,1973-03-22,1973,3,81,29.616666,-112.583333,26745.0,5.0,0.0,16.5,,1001.4
18922,120.0 001.0,7.617777777777778,6.392222222222222,16.89,,4.6925,,,10.7375,33.23076923076923,1973-03-22,1973,3,81,29.25,-112.533333,26745.0,2.0,0.0,16.4,,1001.3
18923,120.0 000.0,4.122727272727273,3.137272727272727,16.009444444444444,,4.15,0.285,31.53888888888889,,58.208333333333336,1973-03-22,1973,3,81,29.208333,-112.625,26745.0,3.0,0.0,16.3,,1001.3
18924,120.0 003.0,4.74,2.98,14.767142857142858,,3.414736842105263,,,12.69047619047619,139.76190476190476,1973-03-22,1973,3,81,29.125,-112.791666,26745.0,6.0,0.0,19.0,,1001.4
18925,120.0 008.0,2.458181818181818,2.041818181818182,14.552222222222223,,3.431111111111111,0.27111111111111114,31.003703703703703,,133.36363636363637,1973-03-22,1973,3,81,29.053333,-112.891666,26745.0,9.0,1.0,18.5,3.0,1001.4
18926,120.0 007.0,2.557,1.717,15.786363636363637,,4.251363636363636,,,15.140909090909092,102.70370370370371,1973-03-22,1973,3,81,28.98,-113.018333,26745.0,7.0,,19.1,,1001.3
18927,121.0 009.0,5.82,5.4,13.219111111111111,,2.4008510638297875,,,12.560526315789474,633.6808510638298,1973-03-23,1973,3,82,28.718333,-113.088333,26746.0,5.0,,19.2,,1001.1
18998,113.3 003.0,12.454285714285714,5.43,16.79153846153846,,4.6753846153846155,,,11.73076923076923,55.294117647058826,1973-03-19,1973,3,78,30.408333,-113.266666,26742.0,9.0,2.0,17.2,3.0,1001.1
18999,120.0 002.5,4.004545454545454,2.9863636363636363,14.385555555555555,,3.053125,,,13.399999999999999,114.81481481481481,1973-03-22,1973,3,81,29.125,-112.758333,26745.0,6.0,0.0,19.0,,1001.4
19000,121.0 009.0,6.154545454545455,3.228181818181818,12.902439024390244,,2.1665116279069765,,,12.560526315789474,565.0566037735849,1973-03-23,1973,3,82,28.718333,-113.083333,26746.0,5.0,,19.2,,1001.1
19001,107.0 010.0,5.5025,1.9375,24.526666666666667,36.4705,4.8325,,,,7.5,1973-05-23,1973,5,143,31.175,-114.7,26807.0,12.0,1.0,24.8,2.0,1015.9
19002,107.0 010.0,7.195,1.8925,24.906666666666666,36.530249999999995,5.13,,,,7.5,1973-05-23,1973,5,143,31.175,-114.7,26807.0,5.0,1.0,25.7,2.0,1016.3
19003,107.0 010.0,6.093333333333334,1.6800000000000004,25.016666666666666,36.36366666666667,5.36,,,,5.0,1973-05-23,1973,5,143,31.175,-114.7,26807.0,9.0,2.0,25.2,2.0,1016.3
19004,107.0 010.0,6.376666666666666,1.13,24.565,36.4125,4.88,,,,7.5,1973-05-23,1973,5,143,31.175,-114.7,26807.0,14.0,2.0,26.1,2.0,1015.2
19005,107.0 010.0,8.1275,1.4425,24.490000000000002,36.33325,4.952500000000001,,,,7.5,1973-05-24,1973,5,144,31.175,-114.7,26808.0,10.0,1.0,24.2,1.0,1013.2
19006,107.0 010.0,8.93,1.4024999999999999,24.4125,36.3215,4.945,,,,7.5,1973-05-24,1973,5,144,31.175,-114.7,26808.0,10.0,2.0,24.5,3.0,1012.9
19007,107.0 010.0,7.955,2.3375,24.625,36.44525,4.88,,,,7.5,1973-05-24,1973,5,144,31.175,-114.7,26808.0,4.0,,24.2,,1013.2
19008,107.0 010.0,6.305,2.0175,24.775,36.50675,4.805,,,,7.5,1973-05-24,1973,5,144,31.175,-114.7,26808.0,0.0,,24.4,,1013.5
19009,107.0 010.0,5.245,2.0300000000000002,24.7175,36.494,4.6850000000000005,,,,7.5,1973-05-24,1973,5,144,31.175,-114.7,26808.0,5.0,,24.0,,1013.2
19010,107.0 010.0,5.625,1.9275,24.619999999999997,36.456,4.48,,,,7.5,1973-05-24,1973,5,144,31.175,-114.7,26808.0,1.0,,23.7,,1013.2
19011,107.0 010.0,7.4925,2.0774999999999997,24.5325,36.406,4.859999999999999,,,,7.5,1973-05-24,1973,5,144,31.175,-114.7,26808.0,0.0,,24.0,,1013.2
19012,107.0 010.0,7.97,2.3375000000000004,24.595,36.42925,4.8100000000000005,,,,7.5,1973-05-24,1973,5,144,31.175,-114.7,26808.0,3.0,2.0,24.6,3.0,1013.9
19013,106.7 006.7,1.9216666666666669,0.7316666666666666,22.983333333333334,35.761500000000005,5.211666666666667,,,,12.5,1973-05-24,1973,5,144,31.316666,-114.483333,26808.0,14.0,2.0,23.8,3.0,1015.2
19014,106.7 006.7,4.0,1.3950000000000002,23.005,35.76833333333334,5.05,,,,12.5,1973-05-24,1973,5,144,31.316666,-114.483333,26808.0,14.0,2.0,25.8,3.0,1014.9
19015,106.7 006.7,2.1233333333333335,0.7833333333333333,22.94666666666667,35.766333333333336,5.131666666666667,,,,12.5,1973-05-24,1973,5,144,31.316666,-114.483333,26808.0,17.0,3.0,27.0,3.0,1013.5
19016,106.7 006.7,3.1966666666666668,1.2966666666666666,22.88,35.7575,5.248333333333333,,,,12.5,1973-05-25,1973,5,145,31.316666,-114.483333,26809.0,15.0,3.0,24.1,3.0,1012.5
19017,106.7 006.7,3.828333333333333,1.705,22.825,35.756,5.246666666666667,,,,12.5,1973-05-25,1973,5,145,31.316666,-114.483333,26809.0,5.0,2.0,23.9,3.0,1012.2
19018,106.7 006.7,3.2183333333333333,1.635,22.939999999999998,35.763333333333335,5.191666666666666,,,,12.5,1973-05-25,1973,5,145,31.316666,-114.483333,26809.0,6.0,,23.3,,1011.9
19019,106.7 006.7,2.6333333333333333,1.3800000000000001,22.96666666666667,35.76883333333333,5.1883333333333335,,,,12.5,1973-05-25,1973,5,145,31.316666,-114.483333,26809.0,6.0,,23.3,,1011.9
19020,106.7 006.7,3.61,1.6966666666666665,22.995,35.78033333333334,4.8500000000000005,,,,12.5,1973-05-25,1973,5,145,31.316666,-114.483333,26809.0,2.0,,23.1,,1011.9
19021,106.7 006.7,3.228333333333333,1.6049999999999998,22.813333333333333,35.782333333333334,4.985,,,,12.5,1973-05-25,1973,5,145,31.316666,-114.483333,26809.0,4.0,,23.8,,1011.5
19022,106.7 006.7,4.62,1.6883333333333335,22.778333333333336,35.786,5.006666666666667,,,,12.5,1973-05-25,1973,5,145,31.316666,-114.483333,26809.0,0.0,3.0,23.6,3.0,1011.5
19023,106.7 006.7,4.628333333333333,1.595,22.54,35.76916666666667,5.01,,,,12.5,1973-05-25,1973,5,145,31.316666,-114.483333,26809.0,10.0,3.0,23.3,3.0,1012.2
19024,106.7 004.0,5.811666666666667,2.0016666666666665,23.602,35.738499999999995,5.359999999999999,,,,12.5,1973-05-26,1973,5,146,31.416666,-114.283333,26810.0,2.0,3.0,23.8,3.0,1010.2
19025,106.7 004.0,4.3149999999999995,1.23,23.643333333333334,35.71625,5.405,,,,7.5,1973-05-26,1973,5,146,31.416666,-114.283333,26810.0,2.0,,23.6,,1010.8
19026,106.7 004.0,4.91,1.4440000000000002,23.703333333333333,35.7405,5.287999999999999,,,,14.0,1973-05-26,1973,5,146,31.416666,-114.283333,26810.0,6.0,,23.7,,1010.2
19027,106.7 004.0,4.1875,0.9975,23.73,35.74925,5.29,,,,7.5,1973-05-26,1973,5,146,31.416666,-114.283333,26810.0,13.0,,23.7,,1010.2
19028,106.7 004.0,8.648,1.592,23.743333333333336,35.79175,5.029999999999999,,,,14.0,1973-05-26,1973,5,146,31.416666,-114.283333,26810.0,20.0,4.0,22.3,4.0,1010.2
19029,106.7 004.0,6.8125,1.4700000000000002,23.62,35.701750000000004,5.365,,,,7.5,1973-05-26,1973,5,146,31.416666,-114.283333,26810.0,22.0,4.0,23.2,4.0,1011.9
19030,106.7 004.0,8.292,1.6420000000000001,23.593333333333334,35.677,5.286,,,,14.0,1973-05-26,1973,5,146,31.416666,-114.283333,26810.0,12.0,3.0,24.1,4.0,1016.3
19031,106.7 004.0,7.915,1.4525000000000001,23.72,35.6885,5.0875,,,,7.5,1973-05-26,1973,5,146,31.416666,-114.283333,26810.0,9.0,2.0,24.4,4.0,1013.2
19032,106.7 004.0,9.6475,1.4075,23.846666666666668,35.7505,5.0725,,,,7.5,1973-05-26,1973,5,146,31.416666,-114.283333,26810.0,2.0,1.0,24.8,3.0,1012.9
19033,106.7 004.0,9.443999999999999,2.132,23.876666666666665,35.8185,4.716,,,,14.0,1973-05-26,1973,5,146,31.416666,-114.283333,26810.0,10.0,1.0,25.0,3.0,1012.2
19034,106.7 004.0,7.648000000000001,1.6420000000000001,23.972,35.7932,4.928,,,,14.0,1973-05-27,1973,5,147,31.416666,-114.283333,26811.0,10.0,2.0,24.8,3.0,1011.5
20851,083.3 051.0,0.4375,0.2041666666666667,13.139375,33.5494375,4.9731250000000005,0.6859999999999999,8.360000000000001,6.66,54.8125,1977-12-20,1977,12,354,33.866666,-120.141666,28479.0,18.0,,16.4,,1018.3
20852,083.3 055.0,0.32785714285714285,0.2007142857142857,10.516129032258064,33.835903225806454,3.3409677419354837,1.4574193548387098,28.712903225806453,18.88064516129032,172.6451612903226,1977-12-20,1977,12,354,33.733333,-120.408333,28479.0,19.0,7.0,15.8,6.0,1018.3
20853,083.3 060.0,0.3046153846153846,0.12692307692307694,9.975333333333333,33.811033333333334,3.4290000000000003,1.476,31.12,20.236666666666668,172.93333333333334,1977-12-19,1977,12,353,33.566666,-120.75,28478.0,17.0,8.0,14.8,8.0,1020.0
20854,083.3 070.0,0.316,0.17,10.4553125,33.721625,3.868125,1.2815625,27.40625,16.559375,166.375,1977-12-19,1977,12,353,33.24,-121.435,28478.0,18.0,,13.3,,1019.3
20855,083.3 080.0,0.18571428571428572,0.10928571428571429,10.171290322580646,33.66903225806452,3.7970967741935486,1.5525806451612905,30.806451612903224,18.393548387096775,171.67741935483872,1977-12-19,1977,12,353,32.9,-122.133333,28478.0,20.0,,13.1,,1019.6
20861,086.7 070.0,0.14533333333333334,0.08333333333333333,10.386875,33.713218749999996,3.7459375,1.4728125,27.93125,18.175,167.96875,1977-12-18,1977,12,352,32.658333,-121.035,28477.0,11.0,8.0,14.7,8.0,1015.9
20862,086.7 080.0,0.16083333333333333,0.0675,10.225517241379311,33.760137931034485,3.5444827586206897,1.5942857142857143,37.246428571428574,20.12142857142857,170.68965517241378,1977-12-19,1977,12,353,32.325,-121.716666,28478.0,17.0,,14.1,,1019.0
